alarm settings	alarm_query
is there an alarm at four am	alarm_query
please let me know the morning alarm time kept for weekends	alarm_query
may i know the about alarm you set	alarm_query
what alarm time had you set	alarm_query
list all of my alarms	alarm_query
please list all my alarms	alarm_query
please see see for me the alarms that you have set sunday morning	alarm_query
tell me when the next alarms are for	alarm_query
tell me about my alarms	alarm_query
please cancel all alarms for tomorrow	alarm_remove
could you please remove the set of alarms between eight and nine	alarm_remove
please delete the wednesday evening alarm	alarm_remove
delete scheduled alarm	alarm_remove
disable the alarm which is set at nine thirty pm	alarm_remove
delete the alarm i just set	alarm_remove
turn off my first alarm	alarm_remove
please delete my morning alarm	alarm_remove
remove all of my alarms	alarm_remove
please turn off the alarm	alarm_remove
change my alarms to mountain time	alarm_set
wake up time	alarm_set
please sound an alarm three hours before a scheduled event	alarm_set
change alarm to start at midnight	alarm_set
alert me at ten am please	alarm_set
set a timer at five am seven days a week	alarm_set
please set an alarm clock for my next meeting with the team at three pm next friday	alarm_set
set up each day an alarm at ten time for my meal	alarm_set
set an alarm for this eight hundred pm this evening	alarm_set
alarm ten am	alarm_set
please talk softer	audio_volume_down
could you please lower the tone	audio_volume_down
reduce volume	audio_volume_down
it is too loud decrease the volume	audio_volume_down
lower volume by fifty percent	audio_volume_down
lower the volume to twenty	audio_volume_down
lower the speak volume	audio_volume_down
Turn down volume	audio_volume_down
go to sleep	audio_volume_mute
pause for ten seconds	audio_volume_mute
no notifications for five minutes	audio_volume_mute
turn off media volume	audio_volume_mute
silence volume on speakers	audio_volume_mute
i need you to be quiet until tomorrow	audio_volume_mute
turn off the sound	audio_volume_mute
quiet please	audio_volume_mute
mute my speakers for a minute here i need to make a call	audio_volume_mute
set mute for twenty minutes	audio_volume_mute
speak as loud as you can	audio_volume_up
could you speak a little more softly	audio_volume_up
make this a bit louder	audio_volume_up
i want the speakers turned up high	audio_volume_up
rise volume	audio_volume_up
turn it up	audio_volume_up
raise volume to level seven on music player	audio_volume_up
please increase the volume of the music hips don't lie	audio_volume_up
